id,lsl_ts,unix_ts,TP9,AF7,AF8,TP10,AUX
7360,853528.7229423528,1705745250.0,4.8828125,-813.96484375,-376.46484375,-20.01953125,-755.37109375
7361,853528.7266237404,1705745250.0,5.859375,-863.76953125,-459.47265625,-0.9765625,-614.2578125
7362,853528.730305128,1705745250.0,11.71875,-996.09375,-557.12890625,-3.41796875,-436.03515625
7363,853528.7339865157,1705745250.0,19.04296875,-1000.0,-438.4765625,-12.6953125,-376.46484375
7364,853528.7376679033,1705745250.0,21.97265625,-795.41015625,-319.82421875,-19.04296875,-530.76171875
7365,853528.7479856722,1705745250.0,3.90625,-765.625,-322.75390625,-27.83203125,-56.15234375
7366,853528.750671974,1705745250.0,0.9765625,-787.109375,-284.66796875,-22.94921875,484.86328125
7367,853528.7533582759,1705745250.0,16.11328125,-267.08984375,-33.69140625,-19.04296875,346.6796875
7368,853528.7560445777,1705745250.0,22.4609375,-120.1171875,-10.7421875,-16.11328125,78.125
7369,853528.7587308795,1705745250.0,27.34375,-644.53125,-322.265625,0.9765625,199.70703125
7370,853528.7614171813,1705745250.0,17.578125,-1000.0,-442.3828125,9.765625,575.1953125
7371,853528.7641034832,1705745250.0,-8.7890625,-502.9296875,-55.17578125,-30.76171875,281.25
7372,853528.766789785,1705745250.0,-4.39453125,-151.3671875,24.90234375,-44.921875,93.75
7373,853528.7694760868,1705745250.0,17.578125,-378.41796875,-126.46484375,-20.5078125,247.55859375
7374,853528.7721623887,1705745250.0,9.765625,-608.88671875,-191.89453125,-14.16015625,282.71484375
7375,853528.7748486905,1705745250.0,12.6953125,-621.09375,-166.50390625,-17.578125,177.24609375
7376,853528.7775349923,1705745250.0,27.34375,-616.69921875,-151.3671875,-28.80859375,73.73046875
7377,853528.7802212941,1705745250.0,9.765625,-870.1171875,-386.23046875,-34.1796875,395.01953125
7378,853528.782907596,1705745250.0,-1.46484375,-991.69921875,-448.2421875,-19.53125,554.6875
7379,853528.7855938978,1705745250.0,10.25390625,-353.02734375,-14.6484375,-20.99609375,168.45703125
7380,853528.7882801996,1705745250.0,38.0859375,-192.3828125,-50.29296875,-13.18359375,194.82421875
7381,853528.7909665015,1705745250.0,46.875,-621.09375,-258.30078125,-5.37109375,128.41796875
7382,853528.7936528033,1705745250.0,23.92578125,-402.83203125,-182.12890625,-11.23046875,-90.8203125
7383,853528.7963391051,1705745250.0,9.765625,-111.328125,-81.0546875,-17.08984375,-58.10546875
7384,853528.799025407,1705745250.0,17.08984375,-457.51953125,-266.11328125,-23.92578125,-63.4765625
7385,853528.8187854603,1705745250.0,46.38671875,-791.9921875,-404.78515625,-14.16015625,-39.55078125
7386,853528.8225328797,1705745250.0,41.9921875,-608.3984375,-288.57421875,-10.25390625,110.83984375
7387,853528.826280299,1705745250.0,16.11328125,-612.79296875,-223.6328125,-21.97265625,139.6484375
7388,853528.8300277183,1705745250.0,4.8828125,-811.5234375,-403.80859375,-28.3203125,77.1484375
7389,853528.8337751377,1705745250.0,10.25390625,-953.61328125,-523.92578125,-12.6953125,175.78125
7390,853528.837522557,1705745250.0,20.01953125,-555.17578125,-218.26171875,-12.20703125,5.37109375
7391,853528.8412699763,1705745250.0,3.41796875,-239.74609375,-192.3828125,-20.01953125,-177.24609375
7392,853528.8450173957,1705745250.0,7.8125,-611.81640625,-303.22265625,-15.13671875,-41.50390625
7393,853528.848764815,1705745250.0,15.625,-736.81640625,-294.921875,-22.4609375,-110.3515625
7394,853528.8525122344,1705745250.0,-5.859375,-434.5703125,-244.140625,-33.203125,-298.828125
7395,853528.8562596537,1705745250.0,-19.53125,-684.08203125,-332.03125,-26.3671875,-278.3203125
7396,853528.860007073,1705745250.0,-22.4609375,-937.98828125,-360.3515625,-16.11328125,-126.953125
7397,853528.8637544924,1705745250.0,-23.92578125,-622.55859375,-250.9765625,-31.73828125,-16.11328125
7398,853528.8675019117,1705745250.0,-19.04296875,-578.61328125,-279.296875,-39.0625,43.45703125
7399,853528.871249331,1705745250.0,-21.97265625,-770.99609375,-251.953125,-28.80859375,75.68359375
7400,853528.8749967504,1705745250.0,-15.13671875,-895.01953125,-428.22265625,-4.8828125,369.62890625
7401,853528.8787441697,1705745250.0,-1.953125,-978.02734375,-504.8828125,0.0,541.50390625
7402,853528.882491589,1705745250.0,-4.39453125,-567.87109375,-204.1015625,-31.25,-48.33984375
7403,853528.8862390084,1705745250.0,-2.44140625,-417.48046875,-229.4921875,-31.73828125,-204.58984375
7404,853528.8899864277,1705745250.0,-13.671875,-609.375,-271.484375,-28.3203125,-60.05859375
7405,853528.9115395566,1705745250.0,-22.4609375,-459.47265625,-201.66015625,-31.73828125,-157.2265625
7406,853528.9166382696,1705745250.0,-12.6953125,-298.33984375,-167.96875,-27.34375,-204.1015625
7407,853528.9217369825,1705745250.0,-10.25390625,-583.49609375,-278.80859375,-23.4375,-189.453125
7408,853528.9268356955,1705745250.0,-27.83203125,-726.07421875,-303.7109375,-23.4375,-94.23828125
7409,853528.9319344085,1705745250.0,-44.43359375,-442.87109375,-206.0546875,-34.1796875,-90.8203125
7410,853528.9370331215,1705745250.0,-28.80859375,-622.55859375,-250.0,-38.57421875,-49.8046875
7411,853528.9421318345,1705745250.0,-12.6953125,-927.24609375,-436.5234375,-29.78515625,68.84765625
7412,853528.9472305474,1705745250.0,-21.484375,-955.078125,-480.46875,-30.76171875,51.7578125
